URL,NAME,ID,BRAND,DESC,IMAGE,ADDITIONALIMAGE,ADDITIONALIMAGE2,CATEGORY,SIZES,AVAIL,PRICE,OLDPRICE,GENDER
https://guthastore.it/products/jordan-1-retro-high-og-court-purple-555088-500,Jordan 1 High OG Court Purple 555088-500,4936088223876,AIR JORDAN,"Il design cromatico ""Court Purple"" Colorway è tornato nelle Air Jordan 1 Retro High OG! Questa volta le sneakers hanno cambiato il loro aspetto rispetto alla versione 2018, ma senza dubbio rappresentano di nuovo un vero e proprio richiamo visivo. Si distinguono per il taglio alto, le caratteristiche OG come il NIKE Air branding così come per la tomaia in pelle di alta qualità con gli inserti in nero, bianco e, naturalmente, in colore ""Court Purple"". La linguetta e l’ingresso imbottiti delle scarpe e l'ammortizzazione NIKE Air assicurano una sensazione d’uso confortevole.",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_a78562e7-6f19-44d2-8a95-265c63f8ef45.jpg,,,Scarpe,36 EU | 38 EU | 38.5 EU | 40 EU | 41 EU | 42 EU | 43 EU | 44 EU,1,520.00,,UNISEX
https://guthastore.it/products/air-vapormax-360-ck9671-100,Nike Air Vapormax 360 CK9671-100,4955099725956,NIKE,"Nike loves a mash-up. This time, the two models getting the splice treatment are 2006’s iconic Air Max 360 and the boundary-pushing Vapormax – a mix that dropped with an all-black iteration last year, swiftly followed by silver. Now it’s time for the Air Vapormax 360 ‘History of Air’ which dresses up the new style in that old faithful red-and-white colourway. The chunky sole may look retro but it has a cutting edge Vapormax cushion, while the tech-heavy mesh uppers are finished with a holographic Swoosh that brings the History to the present.",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/air_vapormax_360-1.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/large.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/large_1.jpg,Scarpe,41 EU | 44.5 EU | 45 EU | 40 EU | 40.5 EU | 42 EU | 42.5 EU,1,209.00,,UNISEX
https://guthastore.it/products/air-max-270-react-hyper-jade-frosted-spruce-ao4971301,Nike Air Max 270 Rect Hyper Jade/ Frosted AO4971301,5243659878550,NIKE,"Segui il percorso tra la coscienza e il subconscio con Nike Air Max 270 React ispirata all'arte psichedelica. Fonde colori di tramonti elettrici e fiori danzanti, mentre la morbida ammortizzazione ti porta tra le nuvole.
 
Vantaggi

La tecnologia Nike React è una schiuma leggera e resistente che offre un'andatura uniforme e reattiva.
Unità Max Air per un’ammortizzazione reattiva.
Materiali leggeri e senza cuciture a strati per un'estetica attuale.
Collare minimalista e morbido che avvolge il tallone per una calzata confortevole.
Tomaia see-through per mettere in mostra le calze.

 
Dettagli prodotto

Sistema di allacciatura intrecciato
Linguetta tradizionale
Linguetta ad anello
Battistrada in gomma

Dettagli prodotto

Sistema di allacciatura intrecciato
Tradizionale linguetta
Linguetta ad anello
Battistrada in gomma
Colore mostrato in foto: Hyper Jade/Barely Volt/Blue Lagoon/Frosted Spruce
Stile: AO4971-301",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_3c84e8cf-4460-44e8-82ff-c0b13c20af06.jpg,,,Scarpe,41 EU | 42 EU | 43 EU,0,112.70,161.00,UNISEX
https://guthastore.it/products/instapump-fury-og-mu-dv7305,Reebok Instapump Fury OG MU DV7305,5243688190102,REEBOK,"Daring and dazzling, this patterned pair of Instapump Fury OG’s breathe new life into Reebok’s original laceless 1994 design. Built with lightweight textile uppers that mimic the look of carbon fiber, the inflatable monochrome pair make use of the brand’s iconic Pump technology; ensuring a customised fit with every wear.",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_7c823a4f-6652-43be-bab1-7c61c182bd57.jpg,,,Scarpe,36.5 EU | 37.5 EU | 40 EU,1,82.00,164.00,UNISEX
https://guthastore.it/products/reebok-instapump-fury-og,Reebok Instapump Fury OG DV7305,5249785299094,REEBOK,"Questo look è per chi vuole osare. Indossa queste scarpe da uomo dal look rétro ispirate ai classici sportivi che hanno fatto la storia del brand. Questo design è fedele al modello del 1994 nella sua colorazione originale. La tecnologia Pump, con caratteristiche di stile e vestibilità già note, è abbinata a un'ammortizzazione che assicura il massimo comfort ad ogni passo. COMPOSIZIONE -Tomaia in suede -Tecnologia Pump per una calzata personalizzata -Intersuola in EVA che assicura leggerezza e comfort -Clip sul tallone in TPU che favorisce i movimenti del piede -Asole su linguetta e tallone per agevolare la calzata",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_4d2c2291-7cdb-4edb-b564-bddc0e84bdb5.jpg,,,Scarpe,40 EU | 40.5 EU,1,82.00,164.00,UNISEX
https://guthastore.it/products/blue-checkered-shark-backpack-1,Color Checkered Sprayground Duffle,5258781196438,SPRAYGROUND,"Borsone da viaggio in pregiata ecopelle stampata chiuso con zip. Comoda tasca laterale chiusa con zip. Tracolla regolabile e rimovibile. 50,8 x 25,5 x 27 cm.",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/spray_ground_borsa_blu.jpg,,,Zaini,UNI,1,169.00,,UNISEX
https://guthastore.it/products/sharks-in-paris-mini-duffle-bag-grey,Sprayground Shark In Paris Duffle Bag,5258823958678,SPRAYGROUND,Borsa in Ecopelle con stampa Sprayground,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/borsa_uomo.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/borsa_sprayground_grigia.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/sprayground-borsa-da-viaggio-grey-sharks-in-paris-1.jpg,Zaini,UNI,1,130.00,0.00,UNISEX
https://guthastore.it/products/calzino-vision-of-super,Vision Of Super Green Socks Flame,5261564280982,VISION OF SUPER,Calzini Vision of super,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_8a904385-7a66-45a9-b173-0c409c54b29b.jpg,,,Calzini,UNI,1,24.00,,UNISEX
https://guthastore.it/products/copia-del-calzino-vision-of-super,Vision Of Super Socks Fire Red Flame,5261634928790,VISION OF SUPER,Calzini Vision of super,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_3c2662e6-de65-4a75-86b9-b6a763e615b2.jpg,,,Calzini,UNI,1,24.00,,UNISEX
https://guthastore.it/products/sock-vision-of-super,Vision Of Super Socks Fire/White Red Flame,5261635846294,VISION OF SUPER,Calzini Vision Of Super,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_e9efa8ed-f9eb-4083-bb3f-b78b80049910.jpg,,,Calzini,UNI,0,24.00,,UNISEX
https://guthastore.it/products/sock-vision-of-super-1,Vision Of Super Socks White/ Purple,5261636206742,VISION OF SUPER,Calzini Vision of Super,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_890f2add-8662-4c46-8994-f01be6d78349.jpg,,,Calzini,UNI,1,24.00,,UNISEX
